1.600007999969999872e+01,-4.000019999925001457e+00
1.636135583126484150e+01,-4.090331403751384265e+00
1.671142237806465047e+01,-4.177798824537845235e+00
1.705146206169838052e+01,-4.262684833129324780e+00
1.738244427087115440e+01,-4.345205890691195449e+00
1.770517823593862161e+01,-4.425543811203625388e+00
1.802034957419367700e+01,-4.503853659925173503e+00
1.832854642721579097e+01,-4.580269389162791249e+00
1.863027868190675918e+01,-4.654907975473912884e+00
1.892599243708546553e+01,-4.727872529666907297e+00
1.921608110824013949e+01,-4.799254682239981307e+00
1.950089409755545944e+01,-4.869136445152545178e+00
1.978074366392975847e+01,-4.937591687105742366e+00
2.005591043810419905e+01,-5.004687318311384026e+00
2.032664790167639879e+01,-5.070484253343011893e+00
2.059318606255385831e+01,-5.135038202020449027e+00
2.085573449930738477e+01,-5.198400325312437786e+00
2.111448490421723889e+01,-5.260617784053433610e+00
2.136961322399819707e+01,-5.321734201648629536e+00
2.162128147459809924e+01,-5.381790057091961899e+00
2.186963928967047721e+01,-5.440823021021693684e+00
2.211482524983497555e+01,-5.498868244876343958e+00
2.235696802985494713e+01,-5.555958611050700213e+00
2.259618739401098608e+01,-5.612124950529684853e+00
2.283259506373989467e+01,-5.667396233117206528e+00
2.306629547735969865e+01,-5.721799734490142342e+00
2.329738645807458397e+01,-5.775361183529178710e+00
2.352595980363303596e+01,-5.828104892778337209e+00
2.375210180874367438e+01,-5.880053874402069169e+00
2.397589372951972919e+01,-5.931229943618495426e+00
2.419741219773447938e+01,-5.981653811270819077e+00
2.441672959145148525e+01,-6.031345166939537705e+00
2.463391436759243902e+01,-6.080322753785301515e+00
2.484903136117764078e+01,-6.128604436135942635e+00
2.506214205528656436e+01,-6.176207260685089295e+00
2.527330482521987776e+01,-6.223147512049931329e+00
2.548257515984998278e+01,-6.269440763329294342e+00
2.569000586254916385e+01,-6.315101922156714842e+00
2.589564723476268782e+01,-6.360145272988066978e+00
2.609954724261304548e+01,-6.404584515557555591e+00
2.630175166992215807e+01,-6.448432800393402609e+00
2.650230425808797818e+01,-6.491702761387694309e+00
2.670124683448894132e+01,-6.534406545817281753e+00
2.689861943051677073e+01,-6.576555842049557121e+00
2.709446039025614539e+01,-6.618161905154577695e+00
2.728880647071231635e+01,-6.659235580619828454e+00
2.748169293438611049e+01,-6.699787326342105942e+00
2.767315363490710567e+01,-6.739827233051939537e+00
2.786322109635824162e+01,-6.779365043309322658e+00
2.805192658685748341e+01,-6.818410169194923043e+00
