7.854138712036397019e-01,1.333289151284576535e-15
8.545018874422624089e-01,1.086620097224058612e-04
9.184073182448461159e-01,7.445051964121290888e-04
9.781464761317658629e-01,2.183835964640140626e-03
1.034441421895070379e+00,4.552642976373422190e-03
1.087826999984645493e+00,7.897724801657735050e-03
1.138712478397815087e+00,1.222308722729648078e-02
1.187419317268418206e+00,1.750952220807411308e-02
1.234205477862370115e+00,2.372552469508809603e-02
1.279281707892675035e+00,3.083353023655538427e-02
1.322822820604520722e+00,3.879352881360542682e-02
1.364975729189131570e+00,4.756516403584792885e-02
1.405865309280623254e+00,5.710893837815911311e-02
1.445598766740632257e+00,6.738688235554124439e-02
1.484268951694851513e+00,7.836289913907235061e-02
1.521956913821357338e+00,9.000291211922628598e-02
1.558733900988846566e+00,1.022748935039350382e-01
1.594662942648134685e+00,1.151488223369439012e-01
1.629800118793255370e+00,1.285966021468595288e-01
1.664195587598348069e+00,1.425919571472664682e-01
1.697894425559231202e+00,1.571103188096552028e-01
1.730937320329194895e+00,1.721287101255444263e-01
1.763361146637782761e+00,1.876256319961890906e-01
1.795199448539080089e+00,2.035809543438084068e-01
1.826482845963333324e+00,2.199758133566989127e-01
1.857239379606629770e+00,2.367925155275787397e-01
1.887494805217995397e+00,2.540144486701239046e-01
1.917272846072831438e+00,2.716259998060512881e-01
1.946595410672570914e+00,2.896124796411816416e-01
1.975482781351134198e+00,3.079600532522694945e-01
2.003953778403611441e+00,3.266556765597021794e-01
2.032025903511421205e+00,3.456870381464651754e-01
2.059715465569142090e+00,3.650425059889379487e-01
2.087037691482356738e+00,3.847110786823277895e-01
2.114006824073968005e+00,4.046823407675856910e-01
2.140636208886181446e+00,4.249464217940472910e-01
2.166938371379745210e+00,4.454939587806328039e-01
2.192925085797779783e+00,4.663160617668029584e-01
2.218607436768501806e+00,4.874042821717499141e-01
2.243995874561225179e+00,5.087505837060548597e-01
2.269100264777010434e+00,5.303473156039393288e-01
2.293929933144078337e+00,5.521871879662838545e-01
2.318493705994842280e+00,5.742632490246748489e-01
2.342799946922697885e+00,5.965688641550672688e-01
2.366856590050249398e+00,6.190976964861880649e-01
2.390671170284110136e+00,6.418436889627814335e-01
2.414250850883332244e+00,6.648010477372796601e-01
2.437602448627379292e+00,6.879642267755978757e-01
2.460732456834243465e+00,7.113279135737011760e-01
2.483647066449013785e+00,7.348870158913718420e-01
