9.999999999999995559e-01,1.185846126156020475e-20
1.000003068683269714e+00,1.302502107281000576e-07
1.000968960560038923e+00,7.731557761109231208e-05
1.007105716026423403e+00,8.076829685500219735e-04
1.020026919431066048e+00,2.902802408769528109e-03
1.038305277689710371e+00,6.671874616497680544e-03
1.060179374532899566e+00,1.214025903809756723e-02
1.084320981886451429e+00,1.921582647564118451e-02
1.109833566657760340e+00,2.777057170980479217e-02
1.136127980234100443e+00,3.767361271918884258e-02
1.162817656083869000e+00,4.880317845369552821e-02
1.189647535144334523e+00,6.105007718700666830e-02
1.216448373310385689e+00,7.431783400763242176e-02
1.243107603136418993e+00,8.852162604206026408e-02
1.269550604361977086e+00,1.035868838531693870e-01
1.295728498252357586e+00,1.194479032921621497e-01
1.321610069459211001e+00,1.360465920068804069e-01
1.347176336882337289e+00,1.533313829387478178e-01
1.372416851808447191e+00,1.712563102396408299e-01
1.397327140383727739e+00,1.897802298481314764e-01
1.421906915873370147e+00,2.088661638595545877e-01
1.446158816201189135e+00,2.284807487969493511e-01
1.470087504677191070e+00,2.485937702916577452e-01
1.493699024876783632e+00,2.691777693718876430e-01
1.517000335315724868e+00,2.902077080736368275e-01
1.539998972566713142e+00,3.116606842743878669e-01
1.562702806931087096e+00,3.335156874815073946e-01
1.585119865315490539e+00,3.557533888128956434e-01
1.607258203227915239e+00,3.783559596330724473e-01
1.629125812872950885e+00,4.013069143010206119e-01
1.650730557895212058e+00,4.245909732897442668e-01
1.672080127859356002e+00,4.481939435881701073e-01
1.693182007378221110e+00,4.721026138238487713e-01
1.714043456120471598e+00,4.963046619742121912e-01
1.734671496891996956e+00,5.207885738844402201e-01
1.755072909692724670e+00,5.455435710968659091e-01
1.775254230173712866e+00,5.705595467325743630e-01
1.795221751308540226e+00,5.958270083603971479e-01
1.814981527384139870e+00,6.213370269495610554e-01
1.834539379635008904e+00,6.470811911362095437e-01
1.853900903009900514e+00,6.730515661457667775e-01
1.873071473685250510e+00,6.992406568067277561e-01
1.892056257034760103e+00,7.256413741701488451e-01
1.910860215837073994e+00,7.522470053155221326e-01
1.929488118558933651e+00,7.790511859798896488e-01
1.947944547593556619e+00,8.060478756948172840e-01
1.966233907366490286e+00,8.332313351564901716e-01
1.984360432246025763e+00,8.605961055889816969e-01
2.002328194214297419e+00,8.881369898905429050e-01
2.020141110269718876e+00,9.158490353783965698e-01
